liga,edad_media,pct_extranjeros,goles_por_partido,asistencia_media
Premier League,25.400611620795107,74.46483180428135,2.75,41607.02380952381
LaLiga,26.451127819548873,44.3609022556391,2.694736842105263,30952.426315789475
Serie A,25.828153564899452,69.28702010968921,2.4263157894736844,29891.9
Bundesliga,25.022099447513813,60.773480662983424,3.235294117647059,42308.2614379085
Ligue 1,24.786290322580644,64.11290322580645,2.820261437908497,27576.23355263158
